Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,library
prerank,regulation of mast cell activation involved in immune response (GO:0033006),-0.2888254570610373,-0.7172126846645988,0.8452380952380952,1.0,1.0,7/10,50.29%,BLK;FER;C12orf4;ENPP3;SPHK2;LYN;FES,GOBP,GO_Biological_Process_2021
prerank,regulation of cytokine production involved in inflammatory response (GO:1900015),-0.22042094171097593,-0.7190201977159454,0.8556701030927835,1.0,1.0,21/40,48.89%,ABCD2;PDCD4;APPL1;PLD4;ADCY7;TLR4;LEP;HIF1A;CHID1;NLRC3;MAPK14;IL6;CD6;MEFV;TREM2;APOD;APPL2;TLR6;IL17D;NOD2;NOS2,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte chemotaxis (GO:0002689),-0.27414242827865964,-0.6392664930838898,0.9240506329113924,1.0,1.0,2/9,16.41%,STAP1;NBL1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte proliferation (GO:0070664),-0.3037482677012651,-0.641411703450667,0.9156626506024096,1.0,1.0,1/6,3.88%,BLK,GOBP,GO_Biological_Process_2021
prerank,positive regulation of cytokine production involved in inflammatory response (GO:1900017),-0.23969598377317122,-0.6431183577497773,0.8539325842696629,1.0,1.0,12/15,57.31%,APPL1;TLR4;HIF1A;IL6;CD6;TLR6;IL17D;NOD2;STAT3;CLEC7A;CARD9;IL17RA,GOBP,GO_Biological_Process_2021
prerank,positive regulation of lymphocyte activation (GO:0051251),-0.21370826114767613,-0.6545729190719886,0.946236559139785,1.0,1.0,4/32,14.03%,SIRPG;IL23A;TNFSF4;CD47,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-13 production (GO:0032736),-0.2598058279352854,-0.6588195516776462,0.9195402298850575,1.0,1.0,5/11,50.86%,TNFSF4;IRF4;IL4;SPHK2;HLA-E,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell activation (GO:0032814),-0.26662091195735316,-0.6589398122917349,0.8850574712643678,1.0,1.0,3/12,25.52%,IL23A;PIBF1;LEP,GOBP,GO_Biological_Process_2021
prerank,lymphocyte activation involved in immune response (GO:0002285),-0.24891591175767208,-0.659578668556459,0.8709677419354839,1.0,1.0,5/14,36.69%,EIF2AK4;IFNE;F2RL1;IFNK;IFNA5,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte apoptotic process (GO:2000108),-0.2803325550950474,-0.6619238703731009,0.8421052631578947,1.0,1.0,4/11,21.63%,BLK;PIK3CB;MEF2C;PIK3CD,GOBP,GO_Biological_Process_2021
prerank,negative regulation of mast cell activation involved in immune response (GO:0033007),-0.337038942024559,-0.6655634948574135,0.9027777777777778,1.0,1.0,3/5,36.79%,FER;CD84;ENPP3,GOBP,GO_Biological_Process_2021
prerank,positive regulation of immune response to tumor cell (GO:0002839),-0.3406640373473485,-0.6660922328778036,0.9156626506024096,1.0,1.0,1/5,26.83%,HSPD1,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002858),-0.3210623841877702,-0.6687949824412585,0.9240506329113924,1.0,1.0,6/6,67.91%,CD226;CRTAM;CEACAM1;IL12B;PVR;IL12A,GOBP,GO_Biological_Process_2021
prerank,positive regulation of dendritic spine development (GO:0060999),-0.23873375796662566,-0.6783596951059038,0.8958333333333334,1.0,1.0,4/22,16.44%,SHANK1;BHLHB9;CUX2;CAPRIN1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of cytokine-mediated signaling pathway (GO:0001960),-0.20089764171009308,-0.6862527726231926,0.8762886597938144,1.0,1.0,18/49,44.38%,ROBO1;STAP1;SAMHD1;CNOT7;YTHDF3;ZNF675;YTHDF2;METTL3;OTUD4;F2RL1;SH2B3;PTPRC;IL6;PELI3;TREM2;CACTIN;PTPN2;RFFL,GOBP,GO_Biological_Process_2021
prerank,regulation of chemokine (C-C motif) ligand 5 production (GO:0071649),-0.5038919218132674,-1.0364977793651367,0.4084507042253521,1.0,1.0,2/6,20.95%,MAVS;DDX3X,GOBP,GO_Biological_Process_2021
prerank,positive regulation of T-helper 1 type immune response (GO:0002827),-0.42334249933297496,-1.0367662036908483,0.4470588235294118,1.0,1.0,2/11,2.75%,IL23R;IL23A,GOBP,GO_Biological_Process_2021
prerank,regulation of dendritic spine development (GO:0060998),-0.3823539210672897,-1.0458380239519698,0.45454545454545453,1.0,1.0,7/19,28.64%,SHANK1;PTPRS;GRIN3A;MEF2C;SHANK3;NEURL1;TANC2,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-12 production (GO:0032655),-0.31065715344953004,-1.0500672585067627,0.45918367346938777,1.0,1.0,16/48,29.49%,CCR7;IL23R;IL23A;CD40LG;CD40;TNFSF4;SLAMF1;CD47;PIBF1;IL16;SYK;TLR4;FOXP1;HSPD1;PLCB1;TLR8,GOBP,GO_Biological_Process_2021
prerank,immunoglobulin mediated immune response (GO:0016064),-0.43824500493115176,-1.0543805822669847,0.43902439024390244,1.0,1.0,2/10,1.64%,CD27;CD19,GOBP,GO_Biological_Process_2021
prerank,myeloid dendritic cell activation (GO:0001773),-0.39889873325895503,-1.0576315269610745,0.42857142857142855,1.0,1.0,4/13,20.49%,CAMK4;TGFBR2;SLAMF1;DOCK2,GOBP,GO_Biological_Process_2021
prerank,regulation of lymphocyte apoptotic process (GO:0070228),-0.4746005558766344,-1.0577552633052845,0.38961038961038963,1.0,1.0,2/8,3.88%,CD3G;BLK,GOBP,GO_Biological_Process_2021
prerank,negative regulation of lymphocyte activation (GO:0051250),-0.3874934982594084,-1.0603930306925906,0.42045454545454547,1.0,1.0,4/19,14.83%,FOXJ1;BANK1;PAG1;PIBF1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of lymphocyte proliferation (GO:0050672),-0.18807439547949606,-0.5769811512033104,0.9494949494949495,1.0,1.0,3/35,5.16%,CTLA4;BLK;ATM,GOBP,GO_Biological_Process_2021
prerank,response to chemokine (GO:1990868),-0.2170235039621181,-0.5786549531612556,0.9565217391304348,1.0,1.0,8/12,57.19%,SLC12A2;LRCH1;SH2B3;DOCK8;DUSP1;WNK1;OXSR1;CCL21,GOBP,GO_Biological_Process_2021
prerank,interleukin-9-mediated signaling pathway (GO:0038113),-0.26399235505158847,-0.5815223570684406,0.975,1.0,1.0,4/7,42.76%,JAK1;STAT5B;STAT5A;JAK3,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-9 (GO:0071355),-0.26399235505158847,-0.5815223570684406,0.975,1.0,1.0,4/7,42.76%,JAK1;STAT5B;STAT5A;JAK3,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-6 production (GO:0032755),-0.1726736086107565,-0.5839422620104884,0.9897959183673469,1.0,1.0,32/65,48.89%,POU2AF1;DHX9;TNFSF4;SETD4;TLR7;IL16;MAVS;SYK;TLR4;TLR1;LEP;HSPD1;F2RL1;IL6R;TLR8;MMP8;PTPN11;APP;TIRAP;IL6;TMEM106A;SCIMP;MBP;PLCG2;XBP1;SPHK2;TLR6;ARHGEF2;IL17D;DDX58;NOD2;NOS2,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte chemotaxis (GO:0002690),-0.18335052113719863,-0.5902541997515844,0.9797979797979798,1.0,1.0,2/47,0.27%,CCR7;CCR6,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996),-0.2286846176761464,-0.6085070010524548,0.9456521739130435,1.0,1.0,5/15,37.31%,ETS1;NFAT5;TRAF6;FUT4;IL6,GOBP,GO_Biological_Process_2021
prerank,regulation of response to cytokine stimulus (GO:0060759),-0.22560766243350514,-0.6091954686187597,0.9555555555555556,1.0,1.0,9/19,47.57%,DHX9;CD24;MAVS;LRRC70;SH2B3;MAP2K5;ELF1;IRAK2;DDX58,GOBP,GO_Biological_Process_2021
prerank,regulation of chemokine production (GO:0032642),-0.1935303929121977,-0.609321187452879,0.9270833333333334,1.0,1.0,11/37,37.31%,TNFSF4;TLR7;TLR4;FOXP1;AIRE;F2RL1;IL6R;HIF1A;APP;ADAM17;IL6,GOBP,GO_Biological_Process_2021
prerank,mast cell degranulation (GO:0043303),-0.2734895253456343,-0.6140086154725101,0.9146341463414634,1.0,1.0,2/8,21.63%,KIT;PIK3CD,GOBP,GO_Biological_Process_2021
prerank,mast cell activation involved in immune response (GO:0002279),-0.2734895253456343,-0.6140086154725101,0.9146341463414634,1.0,1.0,2/8,21.63%,KIT;PIK3CD,GOBP,GO_Biological_Process_2021
prerank,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),-0.17901798194854476,-0.6173297225530181,0.98989898989899,1.0,1.0,42/103,43.62%,GPR150;PLCG1;VIPR1;CD3G;ADCY3;PRKAR2B;ADORA2A;HTR6;CYSLTR2;PRKACB;P2RY11;CYSLTR1;RXFP2;PTH2R;CREB1;GPR176;ADCY7;SYK;HTR7;SRC;CALCRL;PRKAR1A;PRKACG;GPHA2;ADCY6;GHRH;HRH2;PRKAR2A;GLP1R;ADAM17;MAPK14;IL6;ADCY5;CALCA;GPR20;AVPR2;RLN3;TREM2;MC2R;PTGER4;MYH9;PLCG2,GOBP,GO_Biological_Process_2021
prerank,positive regulation of chemokine production (GO:0032722),-0.19686241493229503,-0.6206809094713298,0.96875,1.0,1.0,14/44,37.31%,TNFSF4;TLR7;MAVS;DDX3X;SYK;TLR4;AIRE;F2RL1;IL6R;HIF1A;APP;ADAM17;TIRAP;IL6,GOBP,GO_Biological_Process_2021
prerank,positive regulation of cytokine production involved in immune response (GO:0002720),-0.20335979062221765,-0.6270462882950818,0.8888888888888888,1.0,1.0,8/29,28.61%,MALT1;KIT;TNFSF4;LACC1;CD226;TRAF6;F2RL1;MAP3K7,GOBP,GO_Biological_Process_2021
prerank,regulation of inflammatory response to antigenic stimulus (GO:0002861),-0.184300094251671,-0.6355134004462764,0.9797979797979798,1.0,1.0,43/104,43.62%,GPR150;PLCG1;VIPR1;CD3G;ADCY3;PRKAR2B;ADORA2A;HTR6;CYSLTR2;PRKACB;P2RY11;CYSLTR1;RXFP2;PTH2R;CREB1;GPR176;ADCY7;SYK;HTR7;SRC;CALCRL;PRKAR1A;PRKACG;GPHA2;ADCY6;GHRH;HRH2;PRKAR2A;GLP1R;ADAM17;MAPK14;IL6;ADCY5;PLA2G2D;CALCA;GPR20;AVPR2;RLN3;TREM2;MC2R;PTGER4;MYH9;PLCG2,GOBP,GO_Biological_Process_2021
prerank,interleukin-21-mediated signaling pathway (GO:0038114),-0.23529064569020985,-0.4971157350620041,0.9871794871794872,1.0,1.0,5/7,53.85%,JAK1;JAK3;IL21R;STAT3;STAT4,GOBP,GO_Biological_Process_2021
prerank,negative regulation of immune response (GO:0050777),-0.14227500665584988,-0.5056866607827584,1.0,1.0,1.0,53/140,43.62%,GPR150;PLCG1;VIPR1;CD3G;ADCY3;PRKAR2B;ADORA2A;HTR6;CYSLTR2;PRKACB;P2RY11;CYSLTR1;MAPKBP1;RXFP2;PTH2R;CREB1;GPR176;ADCY7;SYK;HTR7;SRC;TRAF3IP1;CALCRL;FER;CCR2;PRKAR1A;PRKACG;GPHA2;ITCH;ADCY6;GHRH;PPM1B;HRH2;PRKAR2A;GLP1R;ADAM17;NLRC3;MAPK14;ENPP3;IL6;ADCY5;C1QBP;CALCA;GPR20;AVPR2;RLN3;TREM2;MC2R;PTGER4;CACTIN;MYH9;ALOX15;PLCG2,GOBP,GO_Biological_Process_2021
prerank,positive regulation of T cell cytokine production (GO:0002726),-0.16927756308305975,-0.5117200517195908,0.989247311827957,1.0,1.0,6/21,37.31%,MALT1;TNFSF4;TRAF6;MAP3K7;DENND1B;IL6,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),-0.21869606834106564,-0.5142420410724557,0.9753086419753086,1.0,1.0,4/8,51.56%,IDE;ABCB9;ERAP2;ERAP1,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte proliferation (GO:0070665),0.1708717273539141,0.527656919878004,1.0,1.0,1.0,3/11,11.19%,MAPK3;BST2;CSF1,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-6 production (GO:0032675),-0.151867745897344,-0.5419310434075223,1.0,1.0,1.0,42/95,47.79%,FOXJ1;CD200;POU2AF1;CD200R1;DHX9;TNFSF4;C1QTNF3;SLAMF1;SETD4;TLR7;CD47;IL16;MAVS;SYK;TLR4;TLR1;LEP;HSPD1;F2RL1;IL6R;TLR8;MMP8;PTPN11;AFAP1L2;APP;NLRC3;TIRAP;NCKAP1L;IL6;TMEM106A;SCIMP;MBP;TREM2;PLCG2;XBP1;SPHK2;TLR6;ARHGEF2;ARRB1;IL17D;DDX58;NOD2,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-2 production (GO:0032663),-0.17064565325869951,-0.5431742173781352,0.9696969696969697,1.0,1.0,12/47,28.67%,CD28;MALT1;SPTBN1;CD34;TRAF6;CD80;PDE4B;HOMER2;CCR2;IRF4;MAP3K7;PDE4D,GOBP,GO_Biological_Process_2021
prerank,negative regulation of myeloid cell differentiation (GO:0045638),-0.1831192151160581,-0.5468933545566915,0.978494623655914,1.0,1.0,7/21,34.48%,WDR61;HSPA9;CDK6;MEIS1;CDC73;CTR9;ZBTB16,GOBP,GO_Biological_Process_2021
prerank,regulation of mast cell degranulation (GO:0043304),-0.20681266753133493,-0.5556038678143702,0.9659090909090909,1.0,1.0,9/15,50.29%,BLK;SYK;FER;C12orf4;CD84;IL4;SPHK2;LYN;FES,GOBP,GO_Biological_Process_2021
prerank,T cell activation involved in immune response (GO:0002286),-0.2041142388753504,-0.5578305018444111,0.9425287356321839,1.0,1.0,2/18,7.88%,EIF2AK4;IFNE,GOBP,GO_Biological_Process_2021
prerank,negative regulation of innate immune response (GO:0045824),-0.17842003816807891,-0.5733227106713237,0.9897959183673469,1.0,1.0,6/36,24.25%,SUSD4;SAMHD1;CNOT7;YTHDF3;YTHDF2;METTL3,GOBP,GO_Biological_Process_2021
prerank,mast cell mediated immunity (GO:0002448),-0.24823958590801892,-0.5735777248922396,0.9518072289156626,1.0,1.0,2/9,21.63%,KIT;PIK3CD,GOBP,GO_Biological_Process_2021
prerank,positive regulation of mast cell activation involved in immune response (GO:0033008),-0.28780587066980623,-0.5744250692212601,0.9466666666666667,1.0,1.0,3/5,44.24%,SYK;IL4;SPHK2,GOBP,GO_Biological_Process_2021
prerank,interleukin-2-mediated signaling pathway (GO:0038110),-0.22632901715458836,-0.574928896765822,0.9325842696629213,1.0,1.0,6/11,42.76%,JAK1;SYK;IL2RA;STAT5B;STAT5A;JAK3,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-2 (GO:0071352),-0.22632901715458836,-0.574928896765822,0.9325842696629213,1.0,1.0,6/11,42.76%,JAK1;SYK;IL2RA;STAT5B;STAT5A;JAK3,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-17 production (GO:0032700),-0.23760462998060333,-0.5754582142097809,1.0,1.0,1.0,2/9,21.95%,TNFSF4;TLR4,GOBP,GO_Biological_Process_2021
prerank,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,-0.27766320013356627,-1.023719666837122,0.45,1.0,1.0,133/288,42.47%,LMO7;KLHL3;FBXO15;KLHL13;DZIP3;KLHL9;ASB16;SKP2;ASB14;NEDD4L;FBXL13;BLMH;TPP2;BTRC;KBTBD8;SH3RF1;KLHL42;TRIM9;KBTBD7;PSMA8;WWP1;CUL2;UBE2O;UBE3A;KCTD7;KBTBD6;TRIM69;UBE3D;FBXO21;FBXL4;KLHL20;FBXO22;LTN1;FBXW11;RPS27A;UBE4A;UFL1;TRIM63;FBXL22;RLIM;CUL5;SMURF2;CUL3;UBE2H;BTBD1;TRIM32;KLHL5;DET1;HECTD1;TRIM4;RNF6;FBXL3;HERC1;KLHL25;ANAPC5;HECTD2;ANAPC4;FBXL16;RNF138;AREL1;HERC3;LONRF1;PJA1;HERC4;KLHL11;ASB9;FBXW8;RNF111;UBR1;KLHL41;LNPEP;FBXO32;UBE2Q2;FBXO4;ASB7;UBA5;CDC16;CDC27;UBA6;LNX1;CDC23;FBXO9;UBE3C;ITCH;HACE1;TRIP12;CUL7;ASB8;KLHL22;KLHL2;HERC2;UBE2D4;PSMD14;LRR1;SMURF1;FBXO27;PSME4;UBE2W;FBXO11;RNF41;VHL;NEDD4;ANAPC10;RNF34;FBXO41;PSMD6;ZBTB16;RNF14;TRIM37;RNF182;UBA3;GLMN;UNKL;PSMA3;TRIM50;ANAPC1;HUWE1;PSMD12;CBLB;ASB13;PJA2;UBR4;UBE2G1;KCTD6;UBR2;ZNRF2;PSMA1;FBXL18;FBXO31;PSMB5;FBXW2;UBE3B;LRRC41,Reactome,Reactome_2022
prerank,Interleukin-6 Signaling R-HSA-1059683,-0.4601298784248786,-1.1146541954559985,0.34523809523809523,1.0,1.0,7/11,41.82%,IL6ST;JAK1;CBL;IL6R;PTPN11;IL6;JAK2,Reactome,Reactome_2022
prerank,Interleukin-23 Signaling R-HSA-9020933,-0.4863640456257216,-1.1407711940550953,0.25301204819277107,1.0,1.0,2/9,2.75%,IL23R;IL23A,Reactome,Reactome_2022
prerank,regulation of cytokine-mediated signaling pathway (GO:0001959),-0.1187275724962573,-0.4002090714090091,1.0,1.0,1.0,27/70,48.45%,BIRC3;TRIM44;ABCE1;CD24;IFNAR2;CYLD;JAK1;SYK;TRAF1;SPPL2A;PTPN1;BIRC2;CLIP3;PTPN11;IKBKB;HIPK1;PTPRC;RNASEL;OTULIN;JAK2;PTPN2;ELF1;IRAK2;AXL;CHUK;VRK2;SPATA2,GOBP,GO_Biological_Process_2021
prerank,cellular response to cytokine stimulus (GO:0071345),-0.12636732092371394,-0.4734846090537176,1.0,1.0,1.0,63/421,21.95%,CCR7;LEF1;TCF7;MYC;RORC;LDLRAP1;IL6ST;AKAP6;IL23R;LAMA5;IL24;IL23A;TCL1A;FOXO1;FCER2;PTPN13;CD40;IL36A;IRF8;ABL2;SOCS6;KIT;IFNE;BCL2;IL12RB2;DHX9;MAPK8;IL4R;ZEB1;PIK3CB;TPR;SYNCRIP;CSF2RB;NR1D1;PIK3CA;RPS27A;CD47;SLC12A2;LEPR;S1PR1;IFNAR2;IL20;CDKN1B;SMPD4;IRGM;SMAD3;GRAP2;PNPT1;IL16;SOCS5;DAPK1;NFAT5;IFNLR1;ZNF675;NKX3-1;JAK1;TRAF6;SYK;PIK3CD;CBL;CCL20;TNFRSF21;TLR4,GOBP,GO_Biological_Process_2021
prerank,positive regulation of mast cell degranulation (GO:0043306),-0.20953588666590442,-0.48992923193141036,1.0,1.0,1.0,4/8,44.24%,SNX4;SYK;IL4;SPHK2,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-21 (GO:0098757),-0.23529064569020985,-0.4971157350620041,0.9871794871794872,1.0,1.0,5/7,53.85%,JAK1;JAK3;IL21R;STAT3;STAT4,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-2 production (GO:0032743),-0.36792332245604975,-1.0776329998525125,0.3894736842105263,1.0,1.0,10/26,28.67%,CD28;MALT1;SPTBN1;TRAF6;CD80;PDE4B;CCR2;IRF4;MAP3K7;PDE4D,GOBP,GO_Biological_Process_2021
prerank,regulation of T-helper 1 type immune response (GO:0002825),-0.4907928375103189,-1.0886621525362357,0.4024390243902439,1.0,1.0,2/8,2.75%,IL23R;IL23A,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-10 production (GO:0032653),-0.33030103729098687,-1.09020349226042,0.37755102040816324,1.0,1.0,18/46,31.48%,CD28;DLL1;IL23R;TRIB2;IL23A;CD40LG;TNFSF4;CD34;CD47;PIBF1;SYK;TNFRSF21;TLR4;HSPD1;F2RL1;IRF4;CD46;MMP8,GOBP,GO_Biological_Process_2021
prerank,axo-dendritic transport (GO:0008088),-0.5044588366582501,-1.0999157941943825,0.35802469135802467,1.0,1.0,5/6,44.22%,APBA1;HSPA8;APP;MAPT;SPG11,GOBP,GO_Biological_Process_2021
prerank,immune response-regulating cell surface receptor signaling pathway (GO:0002768),-0.4207369292433779,-1.1074042534431223,0.31521739130434784,1.0,1.0,4/13,13.47%,BTLA;CD40;KIT;CD24,GOBP,GO_Biological_Process_2021
prerank,lymphocyte differentiation (GO:0030098),-0.3253370567903732,-1.117674268145997,0.25252525252525254,1.0,1.0,20/70,21.67%,CR2;MS4A1;BLNK;RABL3;MSH2;SOX4;CD79B;PBX1;RHOH;KIT;IFNE;CD79A;CHD7;LFNG;IKZF1;LEPR;ITGA4;TPD52;PIK3CD;LMBR1L,GOBP,GO_Biological_Process_2021
prerank,positive regulation of neutrophil migration (GO:1902624),-0.3853844952890083,-1.119353386441404,0.34782608695652173,1.0,1.0,3/21,3.56%,CCR7;THBS4;DNM1L,GOBP,GO_Biological_Process_2021
prerank,positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),-0.3907888563018859,-1.120065728270887,0.34065934065934067,1.0,1.0,3/20,2.66%,TESPA1;TRAT1;STAP1,GOBP,GO_Biological_Process_2021
prerank,regulation of humoral immune response (GO:0002920),-0.34101694783797964,-1.121403172973776,0.3125,1.0,1.0,4/40,1.83%,CR2;CCR7;CD19;SUSD4,GOBP,GO_Biological_Process_2021
prerank,positive regulation of neutrophil chemotaxis (GO:0090023),-0.4045493537904939,-1.1224877813184138,0.3076923076923077,1.0,1.0,3/18,3.56%,CCR7;THBS4;DNM1L,GOBP,GO_Biological_Process_2021
prerank,Interleukin-7 Signaling R-HSA-1266695,-0.2797838342878445,-0.8387604213399388,0.7065217391304348,1.0,1.0,11/21,45.79%,IL7R;IRS1;BRWD1;JAK1;SOS1;STAT5B;STAT5A;JAK3;PIK3R1;RAG1;SMARCA4,Reactome,Reactome_2022
prerank,Interleukin-6 Family Signaling R-HSA-6783589,-0.2855663262661602,-0.8437897254578974,0.7340425531914894,1.0,1.0,9/23,41.82%,IL6ST;JAK1;CBL;IL6R;CRLF1;IL31RA;PTPN11;IL6;JAK2,Reactome,Reactome_2022
prerank,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,-0.2458174283251869,-0.9112643409115355,0.76,1.0,1.0,155/355,42.47%,LMO7;KLHL3;MRC2;SEC14L2;FBXO15;KLHL13;DZIP3;KLHL9;ASB16;SKP2;ASB14;NEDD4L;FBXL13;BLMH;TPP2;BTRC;KBTBD8;SH3RF1;KLHL42;TRIM9;KBTBD7;PSMA8;WWP1;CUL2;UBE2O;UBE3A;KCTD7;KBTBD6;TRIM69;UBE3D;FBXO21;FBXL4;KLHL20;FBXO22;LTN1;FBXW11;RPS27A;UBE4A;UFL1;TRIM63;FBXL22;RLIM;CUL5;SMURF2;CUL3;UBE2H;BTBD1;TRIM32;KLHL5;DET1;HECTD1;TRIM4;RNF6;FBXL3;HERC1;KLHL25;ANAPC5;HECTD2;ANAPC4;TLR4;TLR1;FBXL16;ATG14;RNF138;AREL1;HERC3;LONRF1;PJA1;HERC4;BTK;KLHL11;ASB9;FBXW8;RNF111;SEC24B;UBR1;KLHL41;LNPEP;FBXO32;CYBB;PIK3C3;UBE2Q2;FBXO4;SEC23A;ASB7;UBA5;CDC16;CDC27;SEC24D;UBA6;LNX1;CDC23;SEC22B;FBXO9;UBE3C;SEC24A;ITCH;HACE1;TRIP12;SEC31A;CUL7;PIK3R4;ASB8;KLHL22;KLHL2;HERC2;UBE2D4;PSMD14;LRR1;SMURF1;FBXO27;PSME4;UBE2W;FBXO11;IKBKB;RNF41;VHL;NEDD4;ANAPC10;SNAP23;RNF34;FBXO41;SAR1B;PSMD6;ZBTB16;RNF14;TRIM37;RNF182;UBA3;GLMN;UNKL;PSMA3;TIRAP;TRIM50;ANAPC1;HUWE1;PSMD12;CBLB;ASB13;CANX;PJA2;UBR4;CTSS;UBE2G1;KCTD6;UBR2;ZNRF2;PSMA1;FBXL18;FBXO31;BECN1;PSMB5;FBXW2;UBE3B;LRRC41,Reactome,Reactome_2022
prerank,"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",-0.2858291070918457,-0.9225325729752168,0.6326530612244898,1.0,1.0,19/43,43.78%,BLNK;PRKCA;PIK3CB;CSF2RB;PIK3CA;JAK1;SYK;CBL;IL2RA;SOS1;TEC;CRKL;PTPN11;STAT5B;IL5;JAK2;STAT5A;JAK3;PIK3R1,Reactome,Reactome_2022
prerank,Interleukin-35 Signaling R-HSA-8984722,-0.37779324990693275,-0.9406719842731442,0.5888888888888889,1.0,1.0,3/12,20.79%,IL6ST;IL12RB2;JAK1,Reactome,Reactome_2022
prerank,Interleukin-27 Signaling R-HSA-9020956,-0.39281269045203965,-0.9621360613933685,0.5955056179775281,1.0,1.0,5/11,41.82%,IL6ST;JAK1;CRLF1;CANX;JAK2,Reactome,Reactome_2022
prerank,Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975,-0.38528531555252754,-0.9705197911112319,0.5222222222222223,1.0,1.0,4/14,17.24%,DTX4;RPS27A;TRIM56;TRIM32,Reactome,Reactome_2022
prerank,RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275,-0.4394912695617516,-0.9817608661781879,0.4794520547945205,1.0,1.0,2/6,16.79%,RORC;ITGA4,Reactome,Reactome_2022
prerank,regulation of cytokinesis (GO:0032465),-0.3260578823794211,-1.1302759907045363,0.23,1.0,1.0,37/75,42.23%,CXCR5;MAP9;MAP10;KLHL13;CDC14A;KLHL9;CENPV;RACGAP1;CSPP1;KIF20B;CUL3;KIF23;BIRC6;SPAST;KIF20A;ZFYVE26;MYO19;PLK4;SETD2;PIK3C3;PRKCE;RAB11FIP4;PKN2;CDC14B;PRPF40A;PIK3R4;DRD2;FLCN;SVIL;CCP110;KIF14;ECT2;RAB11FIP3;PLK3;BECN1;UVRAG;TAS2R13,GOBP,GO_Biological_Process_2021
prerank,interleukin-23-mediated signaling pathway (GO:0038155),-0.4863640456257216,-1.1407711940550953,0.25301204819277107,1.0,1.0,2/9,2.75%,IL23R;IL23A,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-4 production (GO:0032673),-0.399511098648728,-1.1514546371824521,0.30851063829787234,1.0,1.0,4/23,9.37%,LEF1;CD28;CD40LG;TNFSF4,GOBP,GO_Biological_Process_2021
prerank,dendritic spine organization (GO:0097061),-0.4079148672863552,-1.1521400878152501,0.27956989247311825,1.0,1.0,13/27,42.84%,SHANK1;WNT7A;IGF1R;DOCK10;CTNND2;WASL;SHANK3;MTMR2;PAK3;ITGA3;TREM2;DIP2A;LGMN,GOBP,GO_Biological_Process_2021
prerank,axo-dendritic protein transport (GO:0099640),-0.5327736765805557,-1.1536886603908982,0.25,1.0,1.0,4/8,26.38%,KIF5C;KIF5B;DLG2;RAB27B,GOBP,GO_Biological_Process_2021
prerank,somatic recombination of immunoglobulin genes involved in immune response (GO:0002204),-0.4687985713603986,-1.170606064826587,0.31645569620253167,1.0,1.0,5/9,22.41%,CD40LG;MSH2;MSH6;LIG4;EXOSC3,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte apoptotic process (GO:2000107),-0.4792431995811277,-1.1846696162798402,0.23529411764705882,1.0,1.0,1/10,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,dendritic cell migration (GO:0036336),-0.4283021508406092,-1.186145182484885,0.2247191011235955,1.0,1.0,2/18,0.27%,CCR7;CCR6,GOBP,GO_Biological_Process_2021
prerank,Interleukin-9 Signaling R-HSA-8985947,-0.26399235505158847,-0.5815223570684406,0.975,1.0,1.0,4/7,42.76%,JAK1;STAT5B;STAT5A;JAK3,Reactome,Reactome_2022
