Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,library
prerank,Antigen processing and presentation,0.3904848155005552,2.038009510563525,0.0,0.0,0.0,27/72,14.73%,KIR3DL2;KIR2DL3;KIR2DS2;KIR2DL2;KLRC3;CALR;IFI30;IFNG;KLRD1;HLA-B;PDIA3;TAP1;HLA-DRA;KIR3DL1;HLA-C;HLA-DMA;HSPA6;KIR2DS4;HLA-DQB1;HSPA1L;KIR2DS5;RFXANK;PSME1;CD8A;PSME2;HSPA1B;CTSB,KEGG,KEGG_2021_Human
prerank,natural killer cell mediated cytotoxicity (GO:0042267),0.5383170345693921,2.5145161515232046,0.0,0.0,0.0,13/20,18.86%,GZMB;ULBP2;SLAMF7;TUBB4B;VAMP2;KIR3DL1;ULBP1;CLEC2A;KLRF2;VAMP7;TUBB;ULBP3;PLEKHM2,GOBP,GO_Biological_Process_2021
prerank,regulation of dendritic cell differentiation (GO:2001198),0.7683661553518708,2.482402679114939,0.0,0.0029789139140616546,0.01,6/11,5.51%,LGALS1;LILRB1;FCGR2B;LILRB2;HLA-B;LGALS9,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell chemotaxis (GO:2000501),0.9071383433620167,2.4174688673609213,0.0,0.009929713046872183,0.05,4/6,1.48%,CCL3;CCL5;XCL1;CCL4,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-1 beta production (GO:0032691),0.5130766459578694,2.2872642267485945,0.0,0.01787348348436993,0.12,8/22,11.50%,GHSR;CARD16;CARD17;NLRP7;CX3CR1;GSTP1;GIT1;ZC3H12A,GOBP,GO_Biological_Process_2021
prerank,lymphocyte migration (GO:0072676),0.3814653903364406,2.239392044601315,0.0,0.01906504904999459,0.14,8/32,4.20%,CCL3;CCL5;XCL1;CCL4;TBX21;XCL2;CCL24;MYO1G,GOBP,GO_Biological_Process_2021
prerank,regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188),0.8455046755927672,2.2030704569742183,0.0,0.028387297298705177,0.23,5/6,12.84%,LILRB1;CD81;HAVCR2;LGALS9;LGALS3,GOBP,GO_Biological_Process_2021
prerank,peptide antigen assembly with MHC protein complex (GO:0002501),0.8148835283639877,2.16685445947331,0.0,0.03306594444608437,0.3,3/6,7.07%,CALR;HLA-DRA;HLA-DMA,GOBP,GO_Biological_Process_2021
prerank,positive regulation of lymphocyte chemotaxis (GO:0140131),0.5478123145422816,2.1186050882456615,0.0,0.05206623449794717,0.46,6/16,2.61%,CCL3;CCL5;XCL1;CCL4;S100A7;XCL2,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-1 production (GO:0032692),0.4542807362023007,2.037768024265203,0.0,0.07979233698379433,0.69,8/26,11.50%,GHSR;CARD16;CARD17;NLRP7;CX3CR1;GSTP1;GIT1;ZC3H12A,GOBP,GO_Biological_Process_2021
prerank,positive regulation of dendritic cell differentiation (GO:2001200),0.8296266611331776,2.04920279504844,0.0,0.08436284204622604,0.67,4/5,16.77%,LGALS1;LGALS9;LGALS3;HMGB1,GOBP,GO_Biological_Process_2021
prerank,natural killer cell mediated immunity (GO:0002228),0.5418692313919942,1.9510682832535735,0.0,0.11100373953450796,0.89,8/18,12.33%,GZMB;ULBP2;SLAMF7;TUBB4B;KLRD1;KIR3DL1;ULBP1;CLEC2A,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte mediated cytotoxicity (GO:0001911),0.511621290774229,1.9422346553169234,0.0,0.11260294595153054,0.91,6/14,6.71%,LILRB1;FCGR2B;KLRD1;ARRB2;LGALS9;CX3CR1,GOBP,GO_Biological_Process_2021
prerank,lymphocyte chemotaxis (GO:0048247),0.3816940875271791,1.9453479053785514,0.0,0.11365702318266004,0.89,16/35,14.92%,CCL3;CCL5;XCL1;CCL4;XCL2;CCL24;HSD3B7;GPR183;CXCL16;CCL22;CCL18;CH25H;CCL25;CXCL11;CCL1;ADAM8,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-2 production (GO:0032703),0.4262810246817599,1.8592596149529204,0.0,0.17251797102304886,0.99,8/22,7.43%,XCL1;TBX21;NAV3;HAVCR2;ZFP36;GBP1;LAPTM5;HOMER3,GOBP,GO_Biological_Process_2021
prerank,regulation of leukocyte migration (GO:0002685),0.42880146225743676,1.8283548583272367,0.0,0.17707988266922056,1.0,7/17,5.84%,MADCAM1;RAC1;CD81;MIA3;RHOG;RAC2;TNFRSF18,GOBP,GO_Biological_Process_2021
prerank,negative regulation of T cell cytokine production (GO:0002725),0.6270189447950223,1.794223033355744,0.0,0.18258450820956354,1.0,2/8,1.64%,XCL1;TBX21,GOBP,GO_Biological_Process_2021
prerank,positive regulation of lymphocyte apoptotic process (GO:0070230),0.6565126968521996,1.8111068039981373,0.0,0.18469266267182255,1.0,3/6,7.69%,CCL5;PDCD1;PRELID1,GOBP,GO_Biological_Process_2021
prerank,chemokine-mediated signaling pathway (GO:0070098),0.28063586419844144,1.8172211955681459,0.0,0.1858842282374472,1.0,14/45,14.79%,CCL3;CCL5;XCL1;CCL4;XCL2;CCL24;CXCL2;CCL22;CIB1;FOXC1;CCL18;CCL25;CXCL11;CCL1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of natural killer cell mediated cytotoxicity (GO:0045953),0.505781156947478,1.7898296533295608,0.0,0.18631752480676528,1.0,5/14,5.51%,LILRB1;KLRD1;HLA-B;ARRB2;LGALS9,GOBP,GO_Biological_Process_2021
prerank,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.3223214268191313,1.7654788928506895,0.0,0.20768484330429843,1.0,15/37,19.31%,S100A7;GNLY;S100A12;CXCL2;RNASE6;GAPDH;ANG;PGLYRP4;HMGN2;CXCL11;DEFB1;CXCL3;PGLYRP1;F2;RNASE3,GOBP,GO_Biological_Process_2021
prerank,negative regulation of lymphocyte differentiation (GO:0045620),0.6858308910583354,1.7030650666792557,0.0,0.2333594135824478,1.0,3/5,14.24%,ID2;SFRP1;IFNL1,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-1 beta production (GO:0032651),0.25790851784084556,1.684176608080629,0.0,0.23825169221948775,1.0,15/73,7.46%,CCL3;GHSR;F2R;CARD16;CARD17;IFNG;NLRP7;TYROBP;CASP1;ORM1;LGALS9;MYD88;CX3CR1;PYCARD;GSTP1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of natural killer cell mediated immunity (GO:0002716),0.5274818916376075,1.6747420264535666,0.0,0.24481256166470325,1.0,4/10,5.51%,LILRB1;KLRD1;ARRB2;LGALS9,GOBP,GO_Biological_Process_2021
prerank,cellular response to chemokine (GO:1990869),0.2529509309213752,1.5992784662194857,0.0,0.28922546001980426,1.0,15/49,14.79%,CCL3;CCL5;XCL1;CCL4;XCL2;CCL24;CXCL2;RHOA;CCL22;FOXC1;ZC3H12A;CCL18;CCL25;CXCL11;CCL1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of cytokine production involved in immune response (GO:0002719),0.3658675119540807,1.587786807830376,0.0,0.29477062444857705,1.0,3/16,2.56%,XCL1;LILRB1;TGFB1,GOBP,GO_Biological_Process_2021
prerank,neutrophil chemotaxis (GO:0030593),0.2764228402780302,1.5621051838010027,0.0,0.3046152256693332,1.0,12/59,7.72%,CCL3;CCL5;XCL1;CCL4;XCL2;S100A12;PPIA;CCL24;ITGB2;CXCL2;BSG;FCER1G,GOBP,GO_Biological_Process_2021
prerank,macrophage activation involved in immune response (GO:0002281),0.39875958040617443,1.555545696085199,0.0,0.31399020277151996,1.0,4/12,6.71%,IFNG;SBNO2;TYROBP;CX3CR1,GOBP,GO_Biological_Process_2021
prerank,SUMOylation Of Immune Response Proteins R-HSA-4755510,0.49596312979743495,1.7459501042552859,0.0,0.3181966425989509,0.82,8/11,17.18%,IKBKG;RELA;PIAS3;SUMO1;SUMO2;UBE2I;PIAS4;NFKB2,Reactome,Reactome_2022
prerank,leukocyte chemotaxis involved in inflammatory response (GO:0002232),0.5843987400407634,1.5428120888025505,0.0,0.32319175615573015,1.0,5/5,41.58%,SLAMF8;NINJ1;MDK;ALOX5;FFAR2,GOBP,GO_Biological_Process_2021
prerank,regulation of T-helper 2 cell cytokine production (GO:2000551),0.46333415216384777,1.5219416718867829,0.09523809523809523,0.3374052430662349,1.0,3/10,3.61%,XCL1;TBX21;CD81,GOBP,GO_Biological_Process_2021
prerank,monocyte chemotaxis (GO:0002548),0.33936050329348244,1.50673672329173,0.0,0.34643665519087385,1.0,13/33,14.79%,CCL3;CCL5;XCL1;CCL4;XCL2;S100A12;CCL24;CCL22;FOLR2;CCL18;LGALS3;CCL25;CCL1,GOBP,GO_Biological_Process_2021
prerank,Other Interleukin Signaling R-HSA-449836,0.3250913994202209,1.4721999273014177,0.2,0.34787367620013954,0.99,5/23,4.41%,STX1A;IL32;STXBP2;VAMP2;STX4,Reactome,Reactome_2022
prerank,Interleukin-10 Signaling R-HSA-6783783,0.330391912849992,1.6537975021755196,0.0,0.34921681780708985,0.91,12/44,11.35%,CCL3;CCL5;CCL4;IL1RN;TNFRSF1B;CXCL2;TIMP1;IL1R2;CCL22;TNFRSF1A;CSF1;IL1A,Reactome,Reactome_2022
prerank,antifungal innate immune response (GO:0061760),0.4363647596688496,1.4865015113250035,0.0,0.3696320992773544,1.0,10/10,56.39%,CLEC4E;CX3CR1;CLEC4D;BCL10;RNASE8;CLEC6A;CARD9;CLEC7A;RARRES2;PLCG2,GOBP,GO_Biological_Process_2021
prerank,Cytokines and Inflammatory Response WP530,0.3734850358644571,1.4743195366347788,0.0,0.3904365723562152,0.87,24/24,62.71%,IFNG;TGFB1;CXCL2;HLA-DRA;CSF1;IL1A;IL10;CXCL1;CSF2;HLA-DRB1;IL2;CD4;IL12B;IL1B;IL7;CSF3;IFNB1;IL11;IL15;PDGFA;IL13;IL4;IL5;IL6,WikiPath,WikiPathway_2021_Human
prerank,negative regulation of cytokinesis (GO:0032466),0.5827671402100063,1.4523453049236699,0.10526315789473684,0.3917981062208709,1.0,6/6,41.74%,AURKB;VPS4A;E2F8;CHMP4C;E2F7;ZFYVE19,GOBP,GO_Biological_Process_2021
prerank,neutrophil migration (GO:1990266),0.24033665987282582,1.4613934779137838,0.0,0.3920316543256829,1.0,11/64,6.14%,CCL3;CCL5;XCL1;CCL4;XCL2;S100A12;PPIA;CCL24;ITGB2;CXCL2;BSG,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-12 (GO:0071349),0.1903096157029515,1.4456747859047125,0.0,0.39395368752147325,1.0,10/45,9.60%,CFL1;ANXA2;IFNG;PPIA;IL12RB1;ARF1;CNN2;RAP1B;P4HB;PITPNA,GOBP,GO_Biological_Process_2021
prerank,interleukin-12-mediated signaling pathway (GO:0035722),0.20595305187247234,1.4567960182347517,0.0,0.3962443852245289,1.0,10/43,9.60%,CFL1;ANXA2;IFNG;PPIA;IL12RB1;ARF1;CNN2;RAP1B;P4HB;PITPNA,GOBP,GO_Biological_Process_2021
prerank,response to interleukin-6 (GO:0070741),0.4293368267828242,1.4164015153404128,0.08333333333333333,0.4135957486663545,1.0,6/10,15.98%,SBNO2;SELPLG;RELA;PTGIS;CHI3L1;CITED1,GOBP,GO_Biological_Process_2021
prerank,negative regulation of antigen receptor-mediated signaling pathway (GO:0050858),0.31051507171901477,1.4091905670735814,0.1111111111111111,0.4228684986578581,1.0,7/24,7.05%,PHPT1;FCGR2B;DGKZ;CD160;GPS2;GBP1;LAPTM5,GOBP,GO_Biological_Process_2021
prerank,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),0.23641987879820311,1.3813488562800211,0.0,0.444716504322967,1.0,8/38,7.84%,GHSR;LILRB1;SYT11;HAVCR2;ORM1;LGALS9;GSTP1;MC1R,GOBP,GO_Biological_Process_2021
prerank,immune response-inhibiting cell surface receptor signaling pathway (GO:0002767),0.44359269030308024,1.3645490488700547,0.058823529411764705,0.45720370753018275,1.0,2/7,2.82%,LILRB1;LILRB2,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),0.2503182260793217,1.3331131458927221,0.0,0.4945445054321905,1.0,8/32,7.72%,CALR;IFI30;HLA-B;BCAP31;PDIA3;TAP1;HLA-C;FCER1G,GOBP,GO_Biological_Process_2021
prerank,natural killer cell activation (GO:0030101),0.2340119268561461,1.327079015197792,0.0,0.5001277684943807,1.0,10/33,12.73%,ULBP2;SLAMF7;TOX;NCR1;CD244;CD2;NFIL3;ULBP1;PRDX1;BAG6,GOBP,GO_Biological_Process_2021
prerank,humoral immune response mediated by circulating immunoglobulin (GO:0002455),0.42785691895043276,1.3011895913204417,0.0,0.5304110305740951,1.0,2/9,3.61%,C1QC;CD81,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-23 production (GO:0032667),0.45723113822203304,1.3015527562188145,0.13333333333333333,0.5326670442581497,1.0,3/8,6.45%,RAC1;IFNG;MYD88,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte differentiation (GO:1902107),0.4446367659373158,1.292579204172985,0.09090909090909091,0.5408697866609165,1.0,4/8,16.77%,LGALS1;LGALS9;LGALS3;HMGB1,GOBP,GO_Biological_Process_2021
prerank,Natural killer cell mediated cytotoxicity,0.3156366880574214,1.0,1.0,0.5608693535825545,0.97,30/110,8.59%,KIR3DL2;GZMB;ULBP2;KIR2DL3;PRF1;FASLG;CD247;KIR2DS2;KIR2DL2;KLRC3;RAC1;IFNG;KLRD1;HLA-B;TYROBP;SH2D1B;ITGB2;NCR1;RAC2;SHC1;KIR3DL1;MAPK3;HLA-C;PIK3R2;FCER1G;FCGR3A;HRAS;CD244;MAP2K2;KIR2DS4,KEGG,KEGG_2021_Human
prerank,Mitotic Telophase/Cytokinesis R-HSA-68884,-0.5483285237844515,-1.458275071196331,0.06896551724137931,0.5626777757902583,1.0,8/12,26.49%,PMEPA1;KIF23;STAG2;SMC1A;KIF20A;PDS5A;NIPBL;SMC3,Reactome,Reactome_2022
prerank,negative regulation of humoral immune response mediated by circulating immunoglobulin (GO:0002924),-0.6355464830750337,-1.6134465356672891,0.011494252873563218,0.5896969453785124,1.0,3/10,1.83%,CR2;FOXJ1;SUSD4,GOBP,GO_Biological_Process_2021
prerank,lymphocyte mediated immunity (GO:0002449),0.3996189387451982,1.240622379258172,0.23076923076923078,0.5983639189040402,1.0,6/13,13.97%,CD70;KLRD1;MYO1G;BTN3A2;GNL1;CD8A,GOBP,GO_Biological_Process_2021
prerank,regulation of T-helper 1 cell cytokine production (GO:2000554),0.522684729192694,1.2412256026294086,0.19047619047619047,0.598602112052425,1.0,1/5,1.06%,XCL1,GOBP,GO_Biological_Process_2021
prerank,positive regulation of T-helper 1 cell cytokine production (GO:2000556),0.522684729192694,1.2412256026294086,0.19047619047619047,0.598602112052425,1.0,1/5,1.06%,XCL1,GOBP,GO_Biological_Process_2021
prerank,miRNAs involvement in the immune response in sepsis WP4329,0.26724212693518967,1.6150860676872782,0.0,0.605265827922078,0.55,9/36,9.47%,GZMB;CCL3;VCAM1;CCL4;IKBKG;MYD88;RELB;RELA;IRF7,WikiPath,WikiPathway_2021_Human
prerank,Interleukin-1 Processing R-HSA-448706,0.410582077176464,1.255460132029437,0.2,0.6174720443063394,1.0,4/9,17.18%,CASP1;RELA;IL1A;NFKB2,Reactome,Reactome_2022
prerank,neutrophil activation (GO:0042119),0.29652695460559536,1.2282499818841008,0.058823529411764705,0.6210384144802354,1.0,4/15,7.72%,CCL5;PRKCD;TYROBP;FCER1G,GOBP,GO_Biological_Process_2021
prerank,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)",0.551591344511332,1.2114745198358672,0.2857142857142857,0.628069312795969,1.0,2/5,6.93%,HLA-B;HLA-C,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484),0.551591344511332,1.2114745198358672,0.2857142857142857,0.628069312795969,1.0,2/5,6.93%,HLA-B;HLA-C,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-18 (GO:0071351),0.48532954475260964,1.2140229761960921,0.125,0.6309489030568805,1.0,7/7,51.49%,PDGFB;AKT1;IL18;IL18RAP;ALOX5;IL18R1;IL18BP,GOBP,GO_Biological_Process_2021
prerank,interleukin-18-mediated signaling pathway (GO:0035655),0.48532954475260964,1.2140229761960921,0.125,0.6309489030568805,1.0,7/7,51.49%,PDGFB;AKT1;IL18;IL18RAP;ALOX5;IL18R1;IL18BP,GOBP,GO_Biological_Process_2021
prerank,positive regulation of monocyte chemotactic protein-1 production (GO:0071639),0.44319378044959973,1.2172163149908797,0.21052631578947367,0.6322871007761711,1.0,2/7,5.51%,TWIST1;LGALS9,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-23 production (GO:0032747),0.4677127051532529,1.2045343635158123,0.2857142857142857,0.6376642247954726,1.0,2/6,6.45%,IFNG;MYD88,GOBP,GO_Biological_Process_2021
prerank,regulation of mast cell chemotaxis (GO:0060753),0.46847013773083807,1.1914404896020065,0.22727272727272727,0.6495879721128244,1.0,5/5,53.17%,VEGFC;RIN3;VEGFA;PGF;VEGFB,GOBP,GO_Biological_Process_2021
prerank,regulation of lymphocyte differentiation (GO:0045619),0.25451984949690937,1.196738703949662,0.09090909090909091,0.6499233610917053,1.0,6/19,11.34%,TBX21;ZFP36L1;SLAMF8;PRELID1;CD2;ZNF683,GOBP,GO_Biological_Process_2021
prerank,regulation of cytokine production involved in immune response (GO:0002718),0.28497110495083156,1.1886613357690352,0.25,0.651170772979155,1.0,6/21,8.26%,LILRB1;SLC7A5;TRPM4;TNFRSF1B;LAPTM5;TNFRSF14,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-1 beta production (GO:0032731),0.19293298305234244,1.1870827894888387,0.0,0.6517681725559935,1.0,8/50,7.30%,CCL3;IFNG;TYROBP;CASP1;ORM1;LGALS9;MYD88;PYCARD,GOBP,GO_Biological_Process_2021
prerank,positive regulation of immune system process (GO:0002684),0.24945401345024415,1.1894563792428845,0.2222222222222222,0.6522213317754013,1.0,5/20,5.84%,MADCAM1;LILRB2;MIA3;LGALS9;TNFRSF18,GOBP,GO_Biological_Process_2021
prerank,regulation of lymphocyte migration (GO:2000401),-0.595465529405941,-1.5454043455372493,0.03488372093023256,0.6535916822506448,1.0,5/11,16.51%,CCR6;ADTRP;SLC8B1;GCSAM;WASL,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell mediated cytotoxicity (GO:0042269),0.2826186722823523,1.1816883777893947,0.2,0.661815374574031,1.0,8/26,11.01%,LILRB1;CD160;KLRD1;ARRB2;NCR1;LGALS9;LAMP1;CADM1,GOBP,GO_Biological_Process_2021
prerank,Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695,-0.44662765307220703,-1.3759287572333738,0.010416666666666666,0.662907597703169,1.0,17/31,35.13%,BLNK;CD22;CD19;BLK;CD79B;CD79A;AHCYL1;ITPR1;SYK;SOS1;TRPC1;BTK;PIK3AP1;ITPR2;ITPR3;DAPP1;NCK1,Reactome,Reactome_2022
prerank,positive regulation of natural killer cell proliferation (GO:0032819),-0.8032075064143769,-1.5683053676561456,0.0,0.673985391925412,1.0,2/5,2.75%,IL23R;IL23A,GOBP,GO_Biological_Process_2021
prerank,positive regulation of dendritic cell chemotaxis (GO:2000510),-0.6578801980427935,-1.5838755501915116,0.011627906976744186,0.6788914307894719,1.0,2/8,0.27%,CCR7;CCR6,GOBP,GO_Biological_Process_2021
prerank,regulation of tumor necrosis factor superfamily cytokine production (GO:1903555),0.36789570842735664,1.1531519991496733,0.17647058823529413,0.6802219509477836,1.0,4/9,7.04%,ZFP36;MAPKAPK2;CX3CR1;PARK7,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),0.23283378757865172,1.1484945348103404,0.25,0.6847169036648624,1.0,8/37,6.26%,XCL1;CD160;SPI1;KLRD1;HLA-B;TYROBP;IL12RB1;HLA-DRA,GOBP,GO_Biological_Process_2021
prerank,negative regulation of myeloid leukocyte mediated immunity (GO:0002887),0.45737572225586576,1.1386298312592402,0.2857142857142857,0.685606489017516,1.0,4/6,14.13%,SPI1;LGALS9;CX3CR1;CD300A,GOBP,GO_Biological_Process_2021
prerank,positive regulation of production of molecular mediator of immune response (GO:0002702),0.224607232710565,1.1475057617667794,0.0,0.6859607890543333,1.0,8/34,8.97%,XCL1;SLC7A5;STX4;LAPTM5;CLCF1;CD244;TNFRSF14;SASH3,GOBP,GO_Biological_Process_2021
prerank,positive regulation of monocyte differentiation (GO:0045657),0.367848758186087,1.144673606989598,0.23076923076923078,0.6883098572396571,1.0,10/10,63.24%,ZFP36L1;CTNNBIP1;CSF1;CD74;HLA-DRB1;ACIN1;CD4;DCSTAMP;FES;IL34,GOBP,GO_Biological_Process_2021
prerank,monocyte differentiation (GO:0030224),0.3074167962758899,1.1433415744784656,0.3076923076923077,0.6900527177519412,1.0,2/10,5.77%,MT1G;PDE1B,GOBP,GO_Biological_Process_2021
prerank,positive regulation of monocyte chemotaxis (GO:0090026),0.23825246146577478,1.1242591142165745,0.3333333333333333,0.6950466757478414,1.0,2/16,1.72%,CCL5;S100A7,GOBP,GO_Biological_Process_2021
prerank,regulation of dendritic cell chemotaxis (GO:2000508),-0.637444722298329,-1.535903599003797,0.011494252873563218,0.6953508188472127,1.0,2/8,0.27%,CCR7;CCR6,GOBP,GO_Biological_Process_2021
prerank,positive regulation of T-helper 2 cell cytokine production (GO:2000553),0.39316851607607917,1.1176646135280712,0.25,0.7015067008629298,1.0,2/8,3.61%,XCL1;CD81,GOBP,GO_Biological_Process_2021
prerank,Neutrophil Degranulation R-HSA-6798695,0.14449233036452264,1.0,1.0,0.7113003675246049,1.0,99/440,13.45%,CD63;FTH1;ATP6V0C;FRMPD3;CSTB;TUBB4B;S100A7;RAB5C;TRAPPC1;SERPINA1;ANXA2;CYB5R3;S100A11;GPR84;ARL8A;LILRB2;CDA;MMP9;SYNGR1;DYNLL1;PLAUR;TINAGL1;LPCAT1;HLA-B;CTSA;PRKCD;S100A12;CYBA;PPIA;ACAA1;TYROBP;S100P;RNASE1;ORM1;ITGB2;SRP14;RHOG;GAA;TNFRSF1B;CST3;FOLR3;TCN1;GMFG;RAB7A;CNN2;TCIRG1;VAMP8;HLA-C;RHOA;C5AR1;RAP1B;PYCARD;NDUFA2;GSTP1;RAB3A;FCER1G;GUSB;SERPINB6;CTSD;LILRA6;BST2;MCEMP1;HSPA6;RAB37;TNFAIP6;GYG1;PRKCSH;CTSZ;PRDX5;FGR;PTX3;TOM1;CD53;OSCAR;AGPAT2;DGAT1;RAB27A;LAMP1;ARSA;RNASE2;DYNLT1;COMMD3;OSTF1;MAN2B1;SIGLEC5;CD68;CHI3L1;KCNAB2;PTPRN2;PTPN6;LGALS3;PDAP1;SURF4;GRN;FCGR2A;STOM;TIMP2;ITGAL;DDOST,Reactome,Reactome_2022
prerank,Interleukin-1 Signaling R-HSA-9020702,0.10776849261128757,1.0,1.0,0.7113003675246049,1.0,100/111,68.07%,PSMB8;IKBKG;NFKBIB;IL1RN;S100A12;PSMA7;MYD88;UBB;IL1R2;RELA;RBX1;PSMC5;PSMC1;PSMB9;SAA2;IL1A;PSMA4;PSMB3;PSMD4;PSME1;UBA52;PSME2;PSMD9;PSMB2;TNIP2;HMGB1;NFKB2;SQSTM1;PSMB10;PSMF1;TOLLIP;NKIRAS2;PSMB1;PSMD8;PSMB6;PSMC3;PSMB4;PSMC4;UBC;AGER;PSMA6;CASP8;PSMD10;PSMD3;PSME3;NFKBIA;NLRX1;RIPK2;MAP3K3;PSMD13;SKP1;ALPK1;IKBIP;USP18;PSMD11;PSMD2;PSMD7;IL1B;PSMC6;PSMB7;PSMD5;IRAK3;NOD1;IRAK1;IL1RAP;UBE2N;TANK;NLRC5;PSMA5;IL1R1;TP53;TAB2;PSMA2;TAB3;PSMC2;NOD2;CHUK;IRAK2;CUL1;UBE2V1;MAP2K1;TIFA;TAB1;PSMB5;PSMA1;PELI3;PSMD12;PSMA3;PELI2;MAP3K8;PELI1;N4BP1;APP;PSMD6;IRAK4;IKBKB;PSME4;NKIRAS1;PSMD14;NFKB1,Reactome,Reactome_2022
prerank,Signaling By Interleukins R-HSA-449147,0.13475052202435198,1.0,1.0,0.7113003675246049,1.0,70/416,9.74%,MUC1;CCL3;CCL5;TWIST1;FASLG;IL22RA1;VCAM1;BATF;STX1A;CCL4;FSCN1;PSMB8;IL32;IKBKG;ANXA2;IFNG;STXBP2;TGFB1;NFKBIB;MAPK7;MMP9;JUN;IL1RN;IL2RG;VAMP2;S100A12;HAVCR2;PPIA;CASP1;COL1A2;IL12RB1;STX4;ITGB2;TNFRSF1B;CXCL2;LGALS9;SHC1;SOCS1;TIMP1;AURKAIP1;IL17C;PSMA7;MAPKAPK2;CNN2;MYD88;UBB;RNASEH2A;MAPK3;CEBPD;RAP1B;MMP1;CLCF1;VIM;PIK3R2;IL1R2;MAP2K7;P4HB;BIRC5;RELA;IL2RB;RBX1;PSMC5;PTPN12;PTPN7;PSMC1;SIGIRR;PITPNA;CCL22;PSMB9;MAP2K3,Reactome,Reactome_2022
prerank,Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,0.1958110159986976,1.0,1.0,0.7113003675246049,1.0,18/98,7.40%,MUC1;TWIST1;FASLG;VCAM1;BATF;FSCN1;TGFB1;MMP9;IL2RG;COL1A2;ITGB2;TNFRSF1B;SOCS1;TIMP1;RNASEH2A;CEBPD;MMP1;VIM,Reactome,Reactome_2022
prerank,Antigen processing-Cross Presentation R-HSA-1236975,0.20619440014769402,1.0,1.0,0.7113003675246049,1.0,29/98,14.61%,PSMB8;FCGR1A;CALR;IKBKG;HLA-B;CYBA;STX4;NCF1;PDIA3;PSMA7;MYD88;UBB;VAMP8;HLA-C;NDUFA2;CD207;PSMC5;PSMC1;SEC61B;PSMB9;PSMA4;PSMB3;PSMD4;PSME1;UBA52;LY96;PSME2;PSMD9;PSMB2,Reactome,Reactome_2022
prerank,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,0.18854253137859509,0.9948771203959426,0.3333333333333333,0.718340913002908,1.0,7/33,9.60%,ANXA2;IFNG;PPIA;AURKAIP1;CNN2;RAP1B;PITPNA,Reactome,Reactome_2022
prerank,positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),0.16637561294482683,1.091792915667602,0.0,0.7314671358786836,1.0,12/74,8.84%,CCL3;TWIST1;IFNG;HAVCR2;CYBA;TYROBP;ORM1;C1QTNF4;LGALS9;PYCARD;CD2;CLU,GOBP,GO_Biological_Process_2021
prerank,myeloid cell activation involved in immune response (GO:0002275),0.2619446209275897,1.093581834572333,0.3076923076923077,0.7321521298899003,1.0,5/17,7.72%,IFNG;SBNO2;TYROBP;PYCARD;FCER1G,GOBP,GO_Biological_Process_2021
prerank,SARS-CoV-2 innate immunity evasion and cell-specific immune response WP5039,0.22633211476509632,1.0,1.0,0.7464529220779221,1.0,11/64,6.97%,LAG3;CCL3;CCL5;CCL4;TGFB1;CD160;IFITM1;HAVCR2;CXCL2;BSG;TFAP2A,WikiPath,WikiPathway_2021_Human
prerank,regulation of neutrophil degranulation (GO:0043313),0.4624859577549106,1.0751739297365137,0.2413793103448276,0.7498257312128079,1.0,2/5,4.61%,SPI1;ITGB2,GOBP,GO_Biological_Process_2021
prerank,regulation of monocyte chemotaxis (GO:0090025),0.21411506301417677,1.0777113372246254,0.16666666666666666,0.7498495327721713,1.0,4/21,7.00%,CCL5;S100A7;SLAMF8;SLIT2,GOBP,GO_Biological_Process_2021
